name,price,age,line,station_name,minutes,layout,area,address,url
ライオンズマンション平尾台３号棟　中古マンション,1380,44,地下鉄七隈線,薬院大通,19,2LDK,82.46,福岡県福岡市中央区平尾５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74814536/
アンピール駅東,1680,41,ＪＲ鹿児島本線,博多,13,3DK,56.15,福岡県福岡市博多区東光２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74972680/
鳥飼リバーハイツ　中古マンション,1870,45,地下鉄七隈線,別府,12,2LDK,71.91,福岡県福岡市城南区鳥飼４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74924548/
ヒューマンズ小笹,1880,35,地下鉄七隈線,桜坂,28,3LDK+S（納戸）,80.59,福岡県福岡市中央区小笹３-21-46,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74729729/
◇LDK17帖のプランもご提案可能◇リーベスト小笹,2130,28,地下鉄七隈線,桜坂,22,3LDK,71.15,福岡県福岡市中央区小笹４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73375829/
ライオンズマンションマキシム萩の宮,2190,43,地下鉄七隈線,薬院大通,23,2LDK,62.49,福岡県福岡市南区高宮１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74934664/
東峰マンション大濠,2190,47,地下鉄七隈線,六本松,15,2LDK,72.9,福岡県福岡市中央区鳥飼１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_71894128/
サンライフ西公園　905号室,2280,47,地下鉄七隈線,六本松,23,4LDK,83.68,福岡県福岡市中央区荒戸３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74792088/
スコーレ笹丘,2320,41,地下鉄七隈線,別府,23,3LDK,87.14,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74133105/
シャンボール大濠　中古マンション,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74127773/
ロマネスク大名,2698,37,地下鉄七隈線,薬院大通,12,2LDK,57.96,福岡県福岡市中央区大名１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74934138/
ロマネスク大名,2698,40,地下鉄七隈線,薬院大通,12,2LDK,57.96,福岡県福岡市中央区大名１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74954036/
祖原公園ハウス,2790,41,地下鉄七隈線,別府,20,2LDK,66.62,福岡県福岡市早良区祖原,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74689372/
ラインズマンション六本松　中古マンション,2990,38,地下鉄七隈線,桜坂,7,3LDK,70.29,福岡県福岡市中央区谷１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74421962/
トーカンマンション今泉,3250,44,西鉄天神大牟田線,薬院,8,3LDK,83.68,福岡県福岡市中央区今泉１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74784504/
クリオラベルヴィ博多,3390,5,ＪＲ鹿児島本線,博多,13,2LDK,43.36,福岡県福岡市博多区比恵町,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74792176/
クリオラベルヴィ博多,3390,5,ＪＲ鹿児島本線,博多,10,2LDK,43.36,福岡県福岡市博多区比恵町,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74802697/
ライオンズガーデンシティ鳥飼I番館,3680,26,地下鉄七隈線,別府,9,3LDK,74.11,福岡県福岡市城南区鳥飼４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74651887/
グランディア高宮ヒルズ,3700,19,西鉄天神大牟田線,薬院,31,3LDK+S（納戸）,83.38,福岡県福岡市南区高宮４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_72993054/
アンピール天神東,3880,20,西鉄天神大牟田線,薬院,13,2LDK,65.04,福岡県福岡市中央区春吉２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72841284/
プレサンスロジェ博多駅北,3898,5,ＪＲ鹿児島本線,博多,21,3LDK,66.14,福岡県福岡市博多区吉塚３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74862900/
プレサンスロジェ博多駅北,3898,5,ＪＲ鹿児島本線,博多,22,3LDK,66.14,福岡県福岡市博多区吉塚３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74948617/
パレスト別府駅前,4280,18,地下鉄七隈線,別府,1,3LDK,75.44,福岡県福岡市城南区別府３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74094076/
ダイアパレス赤坂けやき通り,4280,24,地下鉄七隈線,桜坂,12,3LDK,67.64,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74616643/
笹丘パークマンション,4480,29,地下鉄七隈線,桜坂,35,4LDK,102.69,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74672377/
アンピールリーヴァス天神,4480,26,地下鉄七隈線,天神南,11,3LDK,74.75,福岡県福岡市中央区春吉１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74996654/
ダイアパレスプレッソけやき通り,4880,28,地下鉄七隈線,薬院大通,7,2LDK,65.76,福岡県福岡市中央区薬院２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74692306/
ライオンズタワー赤坂けやき通り,5000,17,地下鉄七隈線,桜坂,11,2LDK,60.05,福岡県福岡市中央区赤坂２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74606216/
アーティックス大濠,5280,20,地下鉄七隈線,六本松,10,3LDK,81.12,福岡県福岡市中央区鳥飼１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74918209/
ハウベスト赤坂けやき通り,5480,26,地下鉄七隈線,桜坂,10,3LDK,79.0,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_75011369/
平尾山荘ヒルズ,5680,27,地下鉄七隈線,薬院大通,13,4LDK,92.66,福岡県福岡市中央区平尾５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72331375/
ラフォーレ赤坂ルネッサンス,5830,24,地下鉄七隈線,桜坂,9,2LDK,90.47,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74942805/
ラフォーレ赤坂ルネッサンス,5830,24,地下鉄七隈線,桜坂,7,2LDK,90.47,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73880138/
ザ・パークハウス桜坂サンリヤン,5980,6,地下鉄七隈線,桜坂,3,2LDK,62.55,福岡県福岡市中央区桜坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74808961/
ファーネスト平尾駅前レジスタ,6180,9,地下鉄七隈線,薬院,12,4LDK,86.26,福岡県福岡市中央区大宮２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74986473/
ザ・パークハウス桜坂サンリヤン,6380,6,地下鉄七隈線,桜坂,3,3LDK,73.6,福岡県福岡市中央区桜坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74888583/
ザ・パークハウス桜坂サンリヤン,6600,6,地下鉄七隈線,桜坂,3,3LDK,73.63,福岡県福岡市中央区桜坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74850545/
アプローズ薬院デュオイースト,7680,21,地下鉄七隈線,薬院大通,4,4LDK,100.14,福岡県福岡市中央区薬院２-7-29,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74629595/
パークホームズ警固本通り,7950,15,地下鉄七隈線,薬院大通,12,2LDK,93.66,福岡県福岡市中央区警固２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74038618/
プレミスト平尾１丁目,8340,10,西鉄天神大牟田線,薬院,3,3LDK,90.22,福岡県福岡市中央区平尾１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73305821/
大濠オドゥール,8480,26,地下鉄七隈線,六本松,12,3LDK,99.99,福岡県福岡市中央区大濠１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_75022078/
コアマンションけやき通りプレジオ,9980,22,地下鉄七隈線,六本松,10,4LDK,133.37,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74947240/
プレミスト大濠二丁目,12500,1,地下鉄七隈線,六本松,16,2LDK,82.33,福岡県福岡市中央区大濠２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73748454/
笹の台団地,600,50,地下鉄七隈線,桜坂,36,3DK,59.6,福岡県福岡市城南区長尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74595074/
笹の台団地１３号棟,760,49,地下鉄七隈線,桜坂,33,2LDK,63.75,福岡県福岡市城南区長尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_72340748/
グリーンマンション別府（地下鉄「別府」駅まで徒歩３分…,1100,46,地下鉄七隈線,別府,3,3LDK,66.87,福岡県福岡市城南区別府１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74672885/
ライオンズマンション大濠西,1380,38,地下鉄七隈線,別府,14,2DK,44.79,福岡県福岡市中央区鳥飼３-2-10,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74480218/
笹の台団地,1390,49,地下鉄七隈線,桜坂,35,3LDK,75.82,福岡県福岡市城南区長尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74494952/
ロワールマンション荒江,1399,42,地下鉄七隈線,別府,18,3LDK,67.71,福岡県福岡市早良区荒江２-7-10,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74768746/
トピレック博多,1490,50,ＪＲ鹿児島本線,博多,22,2LDK,52.25,福岡県福岡市博多区博多駅南６,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74892270/
エバーライフ博多駅南,1580,38,山陽新幹線,博多,28,4DK,71.24,福岡県福岡市博多区半道橋１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74534964/
パークハイム寺塚,1630,37,地下鉄七隈線,薬院大通,33,3LDK,72.23,福岡県福岡市南区寺塚２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74588506/
マンション鳥飼,1680,51,地下鉄七隈線,別府,11,2LDK,65.54,福岡県福岡市中央区鳥飼１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73270015/
アムール別府Ⅱ,1690,36,地下鉄七隈線,別府,10,3LDK,64.89,福岡県福岡市城南区別府７,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74941834/
笹の台住宅団地　2号棟,1698,50,地下鉄七隈線,桜坂,34,2LDK,54.67,福岡県福岡市城南区長尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74924088/
チサンマンション寺塚,1699,39,地下鉄七隈線,桜坂,41,4LDK,84.42,福岡県福岡市南区寺塚２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_73830517/
ローレルハイツ高宮,1710,51,地下鉄七隈線,薬院,24,2LDK,64.51,福岡県福岡市南区大楠３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74882349/
シティライフ博多駅東,1800,35,ＪＲ鹿児島本線,博多,16,3LDK,60.75,福岡県福岡市博多区東光２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74739226/
鳥飼リバーハイツ,1870,45,地下鉄七隈線,別府,12,2LDK,71.91,福岡県福岡市城南区鳥飼４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74969731/
鳥飼リバーハイツ,1870,45,地下鉄七隈線,別府,10,2LDK,71.91,福岡県福岡市城南区鳥飼４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_73890954/
ダイアパレス植物園南、壱番館,1880,36,地下鉄七隈線,桜坂,20,3LDK,65.8,福岡県福岡市中央区小笹５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74983042/
スカイタウン寺塚住宅 25号棟,1890,44,地下鉄七隈線,薬院大通,34,4LDK,96.12,福岡県福岡市南区寺塚２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74941780/
小笹コーポ,1900,46,地下鉄七隈線,桜坂,27,2LDK,60.41,福岡県福岡市中央区小笹１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74573602/
シャンボール桜坂,1920,50,地下鉄七隈線,桜坂,5,2LDK,51.93,福岡県福岡市中央区古小烏町,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73369625/
東峰マンション・ダーリングヒル友泉亭,1990,32,地下鉄七隈線,別府,27,2LDK,68.2,福岡県福岡市城南区友泉亭,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74161390/
東峰マンション・ダーリングヒル友泉亭,1990,32,地下鉄七隈線,別府,27,2LDK,68.2,福岡県福岡市城南区友泉亭,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_73858406/
東峰マンション・ダーリングヒル友泉亭,1990,32,地下鉄七隈線,別府,27,2LDK,68.2,福岡県福岡市城南区友泉亭,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_73846943/
東峰マンション博多駅東,2080,39,ＪＲ鹿児島本線,博多,13,2LDK,51.4,福岡県福岡市博多区比恵町,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74503838/
笹丘パーク・マンション,2090,29,地下鉄七隈線,桜坂,35,3LDK,69.07,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73806646/
コープ野村平尾山荘　中古マンション,2090,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73920328/
コープ野村平尾山荘,2090,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74181896/
コープ野村平尾山荘,2090,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73806195/
笹丘パーク・マンション,2090,29,地下鉄七隈線,六本松,30,3LDK,69.07,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72994369/
笹丘パーク・マンション,2090,29,地下鉄七隈線,桜坂,35,3LDK,69.07,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74042971/
リーベスト小笹,2130,29,地下鉄七隈線,桜坂,22,3LDK,71.15,福岡県福岡市中央区小笹４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74814050/
リーベスト小笹,2130,28,地下鉄七隈線,桜坂,22,3LDK,71.15,福岡県福岡市中央区小笹４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72118076/
東峰マンション大濠,2190,47,地下鉄七隈線,六本松,15,2LDK,72.9,福岡県福岡市中央区鳥飼１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74117230/
コープ野村平尾山荘,2190,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74160751/
コープ野村平尾山荘,2190,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74725006/
コアマンション博多ステーションプラザ,2198,29,ＪＲ鹿児島本線,博多,14,3LDK,64.25,福岡県福岡市博多区堅粕４-16-18,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74692876/
ホワイトキャッスル城南,2200,36,地下鉄七隈線,別府,15,3LDK,71.96,福岡県福岡市城南区茶山６,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74713934/
コアマンション小笹2,2248,28,地下鉄七隈線,桜坂,34,3LDK,70.76,福岡県福岡市中央区小笹１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73388824/
サンハイツ平尾,2270,50,地下鉄七隈線,薬院,13,2LDK,61.51,福岡県福岡市中央区平尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74839798/
サンハイツ平尾,2270,41,地下鉄七隈線,薬院大通,13,2LDK,56.68,福岡県福岡市中央区平尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74969354/
藤和西新コープ,2280,47,地下鉄七隈線,別府,17,2LDK+S（納戸）,77.66,福岡県福岡市早良区城西２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74400768/
藤和西新コープ,2280,47,地下鉄七隈線,別府,16,2LDK+S（納戸）,77.66,福岡県福岡市早良区城西２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_73952356/
エバーライフ住吉,2280,39,地下鉄空港線,博多,13,2DK,48.6,福岡県福岡市博多区住吉４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74971466/
グランピア荒江　中古マンション,2290,44,地下鉄七隈線,別府,18,3LDK,80.77,福岡県福岡市早良区荒江２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74316026/
ミリオンコーポラスニュー白亜館,2290,44,西鉄天神大牟田線,薬院,15,2LDK,68.04,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73895745/
ミリオンコーポラスニュー白亜館,2290,44,西鉄天神大牟田線,薬院,15,2LDK,68.04,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73921318/
平尾パインマンション,2299,44,地下鉄七隈線,薬院大通,19,3LDK,74.77,福岡県福岡市中央区平尾５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73806012/
ライオンズマンション城南,2350,37,地下鉄七隈線,別府,12,2LDK,77.5,福岡県福岡市城南区荒江１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74216477/
ロイヤルマンション荒江,2380,39,地下鉄七隈線,別府,14,3LDK,66.96,福岡県福岡市城南区荒江１-18-5,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74734598/
ロイヤルマンション荒江,2380,39,地下鉄七隈線,別府,14,3LDK,66.96,福岡県福岡市城南区荒江１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74840110/
ロイヤルマンション荒江,2380,39,地下鉄七隈線,別府,13,3LDK,66.96,福岡県福岡市城南区荒江１-18-5,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74344489/
シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74723531/
シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３-16-6,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73663743/
シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３-16-6,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73673973/
シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74899935/
ミリオンコーポラスニュー白亜館,2390,44,地下鉄七隈線,薬院,14,2LDK,68.04,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74833215/
シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73976572/
シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74162725/
ライオンズマンション平尾,2399,45,西鉄天神大牟田線,薬院,14,2LDK,52.75,福岡県福岡市中央区平尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74572208/
シャンボール大濠,2498,46,地下鉄七隈線,別府,14,2LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74370220/
パークハイム薬院,2580,45,地下鉄七隈線,薬院大通,4,3LDK+S（納戸）,71.17,福岡県福岡市中央区薬院２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74858131/
グランドール小笹,2580,32,地下鉄七隈線,桜坂,28,3LDK,93.35,福岡県福岡市中央区小笹３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74086830/
エクセレンス谷,2580,45,地下鉄七隈線,六本松,6,3LDK,66.68,福岡県福岡市中央区谷１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74907776/
サーパス小笹第２,2680,25,地下鉄七隈線,六本松,23,3LDK,73.66,福岡県福岡市中央区小笹４-13-42,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74771964/
アムール東那珂,2680,26,山陽新幹線,博多,37,3LDK,75.97,福岡県福岡市博多区東那珂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74525951/
高宮パークマンション,2690,46,西鉄天神大牟田線,薬院,24,4LDK,85.98,福岡県福岡市南区高宮２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74383425/
高宮パークマンション,2690,46,地下鉄七隈線,薬院,23,4LDK,85.98,福岡県福岡市南区高宮２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74379168/
ロマネスク大名,2698,37,地下鉄七隈線,薬院大通,12,2LDK,57.96,福岡県福岡市中央区大名１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74890030/
